percentage,quantifier,Answer.bonus,trial,utterance,utterance_label,color,Answer.condition,block,label,clicked,type,position,Answer.time_in_minutes,block_trial,init_images,workerid
0,most,189,36, The machine dispensed most of the,quantifier,orange,some,4,competitor,0,90_0_1,1,13.278916666666667,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,most,189,36, The machine dispensed most of the,quantifier,blue,some,4,target,1,90_0_1,2,13.278916666666667,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
0,most,189,36, The machine dispensed most of the blue ones.,color,orange,some,4,competitor,0,90_0_1,1,13.278916666666667,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,most,189,36, The machine dispensed most of the blue ones.,color,blue,some,4,target,1,90_0_1,2,13.278916666666667,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
75,all,189,37, The machine dispensed all of the,quantifier,blue,some,5,competitor,0,75_100_2,1,13.278916666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
100,all,189,37, The machine dispensed all of the,quantifier,orange,some,5,target,1,75_100_2,2,13.278916666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
75,all,189,37, The machine dispensed all of the orange ones.,color,blue,some,5,competitor,0,75_100_2,1,13.278916666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
100,all,189,37, The machine dispensed all of the orange ones.,color,orange,some,5,target,1,75_100_2,2,13.278916666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
60,some,189,38, The machine dispensed some of the,quantifier,orange,some,5,competitor,0,25_60_1,1,13.278916666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
25,some,189,38, The machine dispensed some of the,quantifier,blue,some,5,target,1,25_60_1,2,13.278916666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,38, The machine dispensed some of the blue ones.,color,orange,some,5,competitor,0,25_60_1,1,13.278916666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
25,some,189,38, The machine dispensed some of the blue ones.,color,blue,some,5,target,1,25_60_1,2,13.278916666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,some,189,39, The machine dispensed some of the,quantifier,orange,some,5,competitor,0,60_90_1,1,13.278916666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,39, The machine dispensed some of the,quantifier,blue,some,5,target,1,60_90_1,2,13.278916666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,some,189,39, The machine dispensed some of the blue ones.,color,orange,some,5,competitor,0,60_90_1,1,13.278916666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,39, The machine dispensed some of the blue ones.,color,blue,some,5,target,1,60_90_1,2,13.278916666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,most,189,40, The machine dispensed most of the,quantifier,blue,some,5,competitor,0,60_90_2,1,13.278916666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,most,189,40, The machine dispensed most of the,quantifier,orange,some,5,target,1,60_90_2,2,13.278916666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
60,most,189,40, The machine dispensed most of the orange ones.,color,blue,some,5,competitor,0,60_90_2,1,13.278916666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,most,189,40, The machine dispensed most of the orange ones.,color,orange,some,5,target,1,60_90_2,2,13.278916666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
60,some,189,41, The machine dispensed some of the,quantifier,orange,some,5,target,0,25_60_2,1,13.278916666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
25,some,189,41, The machine dispensed some of the,quantifier,blue,some,5,competitor,1,25_60_2,2,13.278916666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,41, The machine dispensed some of the orange ones.,color,orange,some,5,target,1,25_60_2,1,13.278916666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
25,some,189,41, The machine dispensed some of the orange ones.,color,blue,some,5,competitor,0,25_60_2,2,13.278916666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,none,189,42, The machine dispensed none of the,quantifier,blue,some,5,competitor,0,90_0_2,1,13.278916666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
0,none,189,42, The machine dispensed none of the,quantifier,orange,some,5,target,1,90_0_2,2,13.278916666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,none,189,42, The machine dispensed none of the orange ones.,color,blue,some,5,competitor,0,90_0_2,1,13.278916666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
0,none,189,42, The machine dispensed none of the orange ones.,color,orange,some,5,target,1,90_0_2,2,13.278916666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,most,189,43, The machine dispensed most of the,quantifier,orange,some,5,target,1,90_0_1,1,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
0,most,189,43, The machine dispensed most of the,quantifier,blue,some,5,competitor,0,90_0_1,2,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,most,189,43, The machine dispensed most of the orange ones.,color,orange,some,5,target,1,90_0_1,1,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
0,most,189,43, The machine dispensed most of the orange ones.,color,blue,some,5,competitor,0,90_0_1,2,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
75,most,189,44, The machine dispensed most of the,quantifier,orange,some,5,target,1,75_100_1,1,13.278916666666667,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
100,most,189,44, The machine dispensed most of the,quantifier,blue,some,5,competitor,0,75_100_1,2,13.278916666666667,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
75,most,189,44, The machine dispensed most of the orange ones.,color,orange,some,5,target,1,75_100_1,1,13.278916666666667,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
100,most,189,44, The machine dispensed most of the orange ones.,color,blue,some,5,competitor,0,75_100_1,2,13.278916666666667,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
25,some,189,45, The machine dispensed some of the,quantifier,orange,some,6,competitor,1,25_60_2,1,13.278916666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,45, The machine dispensed some of the,quantifier,blue,some,6,target,0,25_60_2,2,13.278916666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
25,some,189,45, The machine dispensed some of the blue ones.,color,orange,some,6,competitor,0,25_60_2,1,13.278916666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,45, The machine dispensed some of the blue ones.,color,blue,some,6,target,1,25_60_2,2,13.278916666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
0,most,189,46, The machine dispensed most of the,quantifier,blue,some,6,competitor,0,90_0_1,1,13.278916666666667,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,most,189,46, The machine dispensed most of the,quantifier,orange,some,6,target,1,90_0_1,2,13.278916666666667,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
0,most,189,46, The machine dispensed most of the orange ones.,color,blue,some,6,competitor,0,90_0_1,1,13.278916666666667,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,most,189,46, The machine dispensed most of the orange ones.,color,orange,some,6,target,1,90_0_1,2,13.278916666666667,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,some,189,47, The machine dispensed some of the,quantifier,blue,some,6,competitor,0,60_90_1,1,13.278916666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
60,some,189,47, The machine dispensed some of the,quantifier,orange,some,6,target,1,60_90_1,2,13.278916666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,some,189,47, The machine dispensed some of the orange ones.,color,blue,some,6,competitor,0,60_90_1,1,13.278916666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
60,some,189,47, The machine dispensed some of the orange ones.,color,orange,some,6,target,1,60_90_1,2,13.278916666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
100,most,189,48, The machine dispensed most of the,quantifier,orange,some,6,competitor,0,75_100_1,1,13.278916666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
75,most,189,48, The machine dispensed most of the,quantifier,blue,some,6,target,1,75_100_1,2,13.278916666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
100,most,189,48, The machine dispensed most of the blue ones.,color,orange,some,6,competitor,0,75_100_1,1,13.278916666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
75,most,189,48, The machine dispensed most of the blue ones.,color,blue,some,6,target,1,75_100_1,2,13.278916666666667,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,most,189,49, The machine dispensed most of the,quantifier,orange,some,6,competitor,0,60_90_2,1,13.278916666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,most,189,49, The machine dispensed most of the,quantifier,blue,some,6,target,1,60_90_2,2,13.278916666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,most,189,49, The machine dispensed most of the blue ones.,color,orange,some,6,competitor,0,60_90_2,1,13.278916666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,most,189,49, The machine dispensed most of the blue ones.,color,blue,some,6,target,1,60_90_2,2,13.278916666666667,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,50, The machine dispensed some of the,quantifier,orange,some,6,competitor,1,25_60_1,1,13.278916666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
25,some,189,50, The machine dispensed some of the,quantifier,blue,some,6,target,0,25_60_1,2,13.278916666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,50, The machine dispensed some of the blue ones.,color,orange,some,6,competitor,1,25_60_1,1,13.278916666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
25,some,189,50, The machine dispensed some of the blue ones.,color,blue,some,6,target,0,25_60_1,2,13.278916666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
100,all,189,51, The machine dispensed all of the,quantifier,orange,some,6,target,1,75_100_2,1,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
75,all,189,51, The machine dispensed all of the,quantifier,blue,some,6,competitor,0,75_100_2,2,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
100,all,189,51, The machine dispensed all of the orange ones.,color,orange,some,6,target,1,75_100_2,1,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
75,all,189,51, The machine dispensed all of the orange ones.,color,blue,some,6,competitor,0,75_100_2,2,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,none,189,52, The machine dispensed none of the,quantifier,orange,some,6,competitor,0,90_0_2,1,13.278916666666667,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
0,none,189,52, The machine dispensed none of the,quantifier,blue,some,6,target,1,90_0_2,2,13.278916666666667,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,none,189,52, The machine dispensed none of the blue ones.,color,orange,some,6,competitor,0,90_0_2,1,13.278916666666667,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
0,none,189,52, The machine dispensed none of the blue ones.,color,blue,some,6,target,1,90_0_2,2,13.278916666666667,8,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,53, The machine dispensed some of the,quantifier,orange,some,7,target,1,60_90_1,1,13.278916666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,some,189,53, The machine dispensed some of the,quantifier,blue,some,7,competitor,0,60_90_1,2,13.278916666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,53, The machine dispensed some of the orange ones.,color,orange,some,7,target,1,60_90_1,1,13.278916666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,some,189,53, The machine dispensed some of the orange ones.,color,blue,some,7,competitor,0,60_90_1,2,13.278916666666667,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
0,none,189,54, The machine dispensed none of the,quantifier,orange,some,7,target,1,90_0_2,1,13.278916666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,none,189,54, The machine dispensed none of the,quantifier,blue,some,7,competitor,0,90_0_2,2,13.278916666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
0,none,189,54, The machine dispensed none of the orange ones.,color,orange,some,7,target,1,90_0_2,1,13.278916666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,none,189,54, The machine dispensed none of the orange ones.,color,blue,some,7,competitor,0,90_0_2,2,13.278916666666667,2,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
100,all,189,55, The machine dispensed all of the,quantifier,blue,some,7,target,1,75_100_2,1,13.278916666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
75,all,189,55, The machine dispensed all of the,quantifier,orange,some,7,competitor,0,75_100_2,2,13.278916666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
100,all,189,55, The machine dispensed all of the blue ones.,color,blue,some,7,target,1,75_100_2,1,13.278916666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
75,all,189,55, The machine dispensed all of the blue ones.,color,orange,some,7,competitor,0,75_100_2,2,13.278916666666667,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
25,some,189,56, The machine dispensed some of the,quantifier,blue,some,7,target,1,25_60_1,1,13.278916666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
60,some,189,56, The machine dispensed some of the,quantifier,orange,some,7,competitor,0,25_60_1,2,13.278916666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
25,some,189,56, The machine dispensed some of the blue ones.,color,blue,some,7,target,1,25_60_1,1,13.278916666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
60,some,189,56, The machine dispensed some of the blue ones.,color,orange,some,7,competitor,0,25_60_1,2,13.278916666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
75,most,189,57, The machine dispensed most of the,quantifier,blue,some,7,target,1,75_100_1,1,13.278916666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
100,most,189,57, The machine dispensed most of the,quantifier,orange,some,7,competitor,0,75_100_1,2,13.278916666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
75,most,189,57, The machine dispensed most of the blue ones.,color,blue,some,7,target,1,75_100_1,1,13.278916666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
100,most,189,57, The machine dispensed most of the blue ones.,color,orange,some,7,competitor,0,75_100_1,2,13.278916666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
0,most,189,58, The machine dispensed most of the,quantifier,orange,some,7,competitor,0,90_0_1,1,13.278916666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,most,189,58, The machine dispensed most of the,quantifier,blue,some,7,target,1,90_0_1,2,13.278916666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
0,most,189,58, The machine dispensed most of the blue ones.,color,orange,some,7,competitor,0,90_0_1,1,13.278916666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
90,most,189,58, The machine dispensed most of the blue ones.,color,blue,some,7,target,1,90_0_1,2,13.278916666666667,6,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
25,some,189,59, The machine dispensed some of the,quantifier,orange,some,7,competitor,1,25_60_2,1,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,59, The machine dispensed some of the,quantifier,blue,some,7,target,0,25_60_2,2,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
25,some,189,59, The machine dispensed some of the blue ones.,color,orange,some,7,competitor,0,25_60_2,1,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,59, The machine dispensed some of the blue ones.,color,blue,some,7,target,1,25_60_2,2,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,most,189,60, The machine dispensed most of the,quantifier,blue,some,7,competitor,0,60_90_2,1,13.278916666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,most,189,60, The machine dispensed most of the,quantifier,orange,some,7,target,1,60_90_2,2,13.278916666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
60,most,189,60, The machine dispensed most of the orange ones.,color,blue,some,7,competitor,0,60_90_2,1,13.278916666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,most,189,60, The machine dispensed most of the orange ones.,color,orange,some,7,target,1,60_90_2,2,13.278916666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
0,none,189,61, The machine dispensed none of the,quantifier,blue,some,8,target,1,90_0_2,1,13.278916666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,none,189,61, The machine dispensed none of the,quantifier,orange,some,8,competitor,0,90_0_2,2,13.278916666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
0,none,189,61, The machine dispensed none of the blue ones.,color,blue,some,8,target,1,90_0_2,1,13.278916666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,none,189,61, The machine dispensed none of the blue ones.,color,orange,some,8,competitor,0,90_0_2,2,13.278916666666667,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
60,some,189,62, The machine dispensed some of the,quantifier,blue,some,8,competitor,1,25_60_1,1,13.278916666666667,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
25,some,189,62, The machine dispensed some of the,quantifier,orange,some,8,target,0,25_60_1,2,13.278916666666667,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
60,some,189,62, The machine dispensed some of the orange ones.,color,blue,some,8,competitor,0,25_60_1,1,13.278916666666667,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
25,some,189,62, The machine dispensed some of the orange ones.,color,orange,some,8,target,1,25_60_1,2,13.278916666666667,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
25,some,189,63, The machine dispensed some of the,quantifier,orange,some,8,competitor,1,25_60_2,1,13.278916666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,63, The machine dispensed some of the,quantifier,blue,some,8,target,0,25_60_2,2,13.278916666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
25,some,189,63, The machine dispensed some of the blue ones.,color,orange,some,8,competitor,0,25_60_2,1,13.278916666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,63, The machine dispensed some of the blue ones.,color,blue,some,8,target,1,25_60_2,2,13.278916666666667,3,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,most,189,64, The machine dispensed most of the,quantifier,blue,some,8,competitor,0,60_90_2,1,13.278916666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,most,189,64, The machine dispensed most of the,quantifier,orange,some,8,target,1,60_90_2,2,13.278916666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
60,most,189,64, The machine dispensed most of the orange ones.,color,blue,some,8,competitor,0,60_90_2,1,13.278916666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,most,189,64, The machine dispensed most of the orange ones.,color,orange,some,8,target,1,60_90_2,2,13.278916666666667,4,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,most,189,65, The machine dispensed most of the,quantifier,blue,some,8,target,1,90_0_1,1,13.278916666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
0,most,189,65, The machine dispensed most of the,quantifier,orange,some,8,competitor,0,90_0_1,2,13.278916666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,most,189,65, The machine dispensed most of the blue ones.,color,blue,some,8,target,1,90_0_1,1,13.278916666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
0,most,189,65, The machine dispensed most of the blue ones.,color,orange,some,8,competitor,0,90_0_1,2,13.278916666666667,5,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
75,all,189,66, The machine dispensed all of the,quantifier,blue,some,8,competitor,0,75_100_2,1,13.278916666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
100,all,189,66, The machine dispensed all of the,quantifier,orange,some,8,target,1,75_100_2,2,13.278916666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
75,all,189,66, The machine dispensed all of the orange ones.,color,blue,some,8,competitor,0,75_100_2,1,13.278916666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
100,all,189,66, The machine dispensed all of the orange ones.,color,orange,some,8,target,1,75_100_2,2,13.278916666666667,6,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
100,most,189,67, The machine dispensed most of the,quantifier,orange,some,8,competitor,0,75_100_1,1,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
75,most,189,67, The machine dispensed most of the,quantifier,blue,some,8,target,1,75_100_1,2,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
100,most,189,67, The machine dispensed most of the blue ones.,color,orange,some,8,competitor,0,75_100_1,1,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
75,most,189,67, The machine dispensed most of the blue ones.,color,blue,some,8,target,1,75_100_1,2,13.278916666666667,7,"['gumball_orange_0.png', 'gumball_blue_0.png']",7
60,some,189,68, The machine dispensed some of the,quantifier,blue,some,8,target,1,60_90_1,1,13.278916666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,some,189,68, The machine dispensed some of the,quantifier,orange,some,8,competitor,0,60_90_1,2,13.278916666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
60,some,189,68, The machine dispensed some of the blue ones.,color,blue,some,8,target,1,60_90_1,1,13.278916666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
90,some,189,68, The machine dispensed some of the blue ones.,color,orange,some,8,competitor,0,60_90_1,2,13.278916666666667,8,"['gumball_blue_0.png', 'gumball_orange_0.png']",7
100,none,196,1, The machine dispensed none of the,quantifier,orange,some,0,competitor,0,0_100_1,1,6.74295,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
0,none,196,1, The machine dispensed none of the,quantifier,blue,some,0,target,1,0_100_1,2,6.74295,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
100,none,196,1, The machine dispensed none of the blue ones.,color,orange,some,0,competitor,0,0_100_1,1,6.74295,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
0,none,196,1, The machine dispensed none of the blue ones.,color,blue,some,0,target,1,0_100_1,2,6.74295,1,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
0,none,196,2, The machine dispensed none of the,quantifier,blue,some,0,target,1,0_100_1,1,6.74295,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
100,none,196,2, The machine dispensed none of the,quantifier,orange,some,0,competitor,0,0_100_1,2,6.74295,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
0,none,196,2, The machine dispensed none of the blue ones.,color,blue,some,0,target,1,0_100_1,1,6.74295,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
100,none,196,2, The machine dispensed none of the blue ones.,color,orange,some,0,competitor,0,0_100_1,2,6.74295,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
100,all,196,3, The machine dispensed all of the,quantifier,blue,some,0,target,1,0_100_2,1,6.74295,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
0,all,196,3, The machine dispensed all of the,quantifier,orange,some,0,competitor,0,0_100_2,2,6.74295,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
100,all,196,3, The machine dispensed all of the blue ones.,color,blue,some,0,target,1,0_100_2,1,6.74295,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
0,all,196,3, The machine dispensed all of the blue ones.,color,orange,some,0,competitor,0,0_100_2,2,6.74295,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
0,all,196,4, The machine dispensed all of the,quantifier,orange,some,0,competitor,0,0_100_2,1,6.74295,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
100,all,196,4, The machine dispensed all of the,quantifier,blue,some,0,target,1,0_100_2,2,6.74295,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
0,all,196,4, The machine dispensed all of the blue ones.,color,orange,some,0,competitor,0,0_100_2,1,6.74295,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
100,all,196,4, The machine dispensed all of the blue ones.,color,blue,some,0,target,1,0_100_2,2,6.74295,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
100,all,196,5, The machine dispensed all of the,quantifier,blue,some,1,target,1,75_100_2,1,6.74295,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
75,all,196,5, The machine dispensed all of the,quantifier,orange,some,1,competitor,0,75_100_2,2,6.74295,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
100,all,196,5, The machine dispensed all of the blue ones.,color,blue,some,1,target,1,75_100_2,1,6.74295,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
75,all,196,5, The machine dispensed all of the blue ones.,color,orange,some,1,competitor,0,75_100_2,2,6.74295,1,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
100,most,196,6, The machine dispensed most of the,quantifier,blue,some,1,competitor,0,75_100_1,1,6.74295,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
75,most,196,6, The machine dispensed most of the,quantifier,orange,some,1,target,1,75_100_1,2,6.74295,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
100,most,196,6, The machine dispensed most of the orange ones.,color,blue,some,1,competitor,0,75_100_1,1,6.74295,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
75,most,196,6, The machine dispensed most of the orange ones.,color,orange,some,1,target,1,75_100_1,2,6.74295,2,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
90,most,196,7, The machine dispensed most of the,quantifier,blue,some,1,target,1,60_90_2,1,6.74295,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
60,most,196,7, The machine dispensed most of the,quantifier,orange,some,1,competitor,0,60_90_2,2,6.74295,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
90,most,196,7, The machine dispensed most of the blue ones.,color,blue,some,1,target,1,60_90_2,1,6.74295,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
60,most,196,7, The machine dispensed most of the blue ones.,color,orange,some,1,competitor,0,60_90_2,2,6.74295,3,"['gumball_blue_0.png', 'gumball_orange_0.png']",8
60,some,196,8, The machine dispensed some of the,quantifier,orange,some,1,target,0,25_60_2,1,6.74295,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
25,some,196,8, The machine dispensed some of the,quantifier,blue,some,1,competitor,1,25_60_2,2,6.74295,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
60,some,196,8, The machine dispensed some of the orange ones.,color,orange,some,1,target,1,25_60_2,1,6.74295,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
25,some,196,8, The machine dispensed some of the orange ones.,color,blue,some,1,competitor,0,25_60_2,2,6.74295,4,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
0,most,196,9, The machine dispensed most of the,quantifier,orange,some,1,competitor,0,90_0_1,1,6.74295,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
90,most,196,9, The machine dispensed most of the,quantifier,blue,some,1,target,1,90_0_1,2,6.74295,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
0,most,196,9, The machine dispensed most of the blue ones.,color,orange,some,1,competitor,0,90_0_1,1,6.74295,5,"['gumball_orange_0.png', 'gumball_blue_0.png']",8
