quantifier,Answer.time_in_minutes,block_trial,utterance_label,color,type,position,Answer.bonus,label,utterance,trial,Answer.condition,clicked,percentage,init_images,workerid,block
all,6.322983333333333,3,quantifier,orange,75_100_2,1,193,competitor, The machine dispensed all of the,15,many_some,0,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
all,6.322983333333333,3,quantifier,blue,75_100_2,2,193,target, The machine dispensed all of the,15,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
all,6.322983333333333,3,color,orange,75_100_2,1,193,competitor, The machine dispensed all of the blue ones.,15,many_some,0,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
all,6.322983333333333,3,color,blue,75_100_2,2,193,target, The machine dispensed all of the blue ones.,15,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
some,6.322983333333333,4,quantifier,blue,25_50_2,1,193,target, The machine dispensed some of the,16,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,2
some,6.322983333333333,4,quantifier,orange,25_50_2,2,193,competitor, The machine dispensed some of the,16,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,2
some,6.322983333333333,4,color,blue,25_50_2,1,193,target, The machine dispensed some of the blue ones.,16,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,2
some,6.322983333333333,4,color,orange,25_50_2,2,193,competitor, The machine dispensed some of the blue ones.,16,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,2
many,6.322983333333333,5,quantifier,orange,90_0_1,1,193,competitor, The machine dispensed many of the,17,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
many,6.322983333333333,5,quantifier,blue,90_0_1,2,193,target, The machine dispensed many of the,17,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
many,6.322983333333333,5,color,orange,90_0_1,1,193,competitor, The machine dispensed many of the blue ones.,17,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
many,6.322983333333333,5,color,blue,90_0_1,2,193,target, The machine dispensed many of the blue ones.,17,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
some,6.322983333333333,6,quantifier,blue,25_50_1,1,193,competitor, The machine dispensed some of the,18,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,2
some,6.322983333333333,6,quantifier,orange,25_50_1,2,193,target, The machine dispensed some of the,18,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,2
some,6.322983333333333,6,color,blue,25_50_1,1,193,competitor, The machine dispensed some of the orange ones.,18,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,2
some,6.322983333333333,6,color,orange,25_50_1,2,193,target, The machine dispensed some of the orange ones.,18,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,2
some,6.322983333333333,7,quantifier,orange,50_90_1,1,193,target, The machine dispensed some of the,19,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
some,6.322983333333333,7,quantifier,blue,50_90_1,2,193,competitor, The machine dispensed some of the,19,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
some,6.322983333333333,7,color,orange,50_90_1,1,193,target, The machine dispensed some of the orange ones.,19,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
some,6.322983333333333,7,color,blue,50_90_1,2,193,competitor, The machine dispensed some of the orange ones.,19,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
none,6.322983333333333,8,quantifier,orange,90_0_2,1,193,competitor, The machine dispensed none of the,20,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
none,6.322983333333333,8,quantifier,blue,90_0_2,2,193,target, The machine dispensed none of the,20,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
none,6.322983333333333,8,color,orange,90_0_2,1,193,competitor, The machine dispensed none of the blue ones.,20,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
none,6.322983333333333,8,color,blue,90_0_2,2,193,target, The machine dispensed none of the blue ones.,20,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,2
many,6.322983333333333,1,quantifier,orange,90_0_1,1,193,competitor, The machine dispensed many of the,21,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
many,6.322983333333333,1,quantifier,blue,90_0_1,2,193,target, The machine dispensed many of the,21,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
many,6.322983333333333,1,color,orange,90_0_1,1,193,competitor, The machine dispensed many of the blue ones.,21,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
many,6.322983333333333,1,color,blue,90_0_1,2,193,target, The machine dispensed many of the blue ones.,21,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
none,6.322983333333333,2,quantifier,blue,90_0_2,1,193,target, The machine dispensed none of the,22,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
none,6.322983333333333,2,quantifier,orange,90_0_2,2,193,competitor, The machine dispensed none of the,22,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
none,6.322983333333333,2,color,blue,90_0_2,1,193,target, The machine dispensed none of the blue ones.,22,many_some,1,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
none,6.322983333333333,2,color,orange,90_0_2,2,193,competitor, The machine dispensed none of the blue ones.,22,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
some,6.322983333333333,3,quantifier,orange,25_50_1,1,193,competitor, The machine dispensed some of the,23,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
some,6.322983333333333,3,quantifier,blue,25_50_1,2,193,target, The machine dispensed some of the,23,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
some,6.322983333333333,3,color,orange,25_50_1,1,193,competitor, The machine dispensed some of the blue ones.,23,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
some,6.322983333333333,3,color,blue,25_50_1,2,193,target, The machine dispensed some of the blue ones.,23,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
some,6.322983333333333,4,quantifier,blue,50_90_1,1,193,target, The machine dispensed some of the,24,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
some,6.322983333333333,4,quantifier,orange,50_90_1,2,193,competitor, The machine dispensed some of the,24,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
some,6.322983333333333,4,color,blue,50_90_1,1,193,target, The machine dispensed some of the blue ones.,24,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
some,6.322983333333333,4,color,orange,50_90_1,2,193,competitor, The machine dispensed some of the blue ones.,24,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
many,6.322983333333333,5,quantifier,blue,50_90_2,1,193,target, The machine dispensed many of the,25,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
many,6.322983333333333,5,quantifier,orange,50_90_2,2,193,competitor, The machine dispensed many of the,25,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
many,6.322983333333333,5,color,blue,50_90_2,1,193,target, The machine dispensed many of the blue ones.,25,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
many,6.322983333333333,5,color,orange,50_90_2,2,193,competitor, The machine dispensed many of the blue ones.,25,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
some,6.322983333333333,6,quantifier,blue,25_50_2,1,193,target, The machine dispensed some of the,26,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
some,6.322983333333333,6,quantifier,orange,25_50_2,2,193,competitor, The machine dispensed some of the,26,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
some,6.322983333333333,6,color,blue,25_50_2,1,193,target, The machine dispensed some of the blue ones.,26,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
some,6.322983333333333,6,color,orange,25_50_2,2,193,competitor, The machine dispensed some of the blue ones.,26,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,3
many,6.322983333333333,7,quantifier,orange,75_100_1,1,193,competitor, The machine dispensed many of the,27,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
many,6.322983333333333,7,quantifier,blue,75_100_1,2,193,target, The machine dispensed many of the,27,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
many,6.322983333333333,7,color,orange,75_100_1,1,193,competitor, The machine dispensed many of the blue ones.,27,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
many,6.322983333333333,7,color,blue,75_100_1,2,193,target, The machine dispensed many of the blue ones.,27,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
all,6.322983333333333,8,quantifier,orange,75_100_2,1,193,competitor, The machine dispensed all of the,28,many_some,0,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
all,6.322983333333333,8,quantifier,blue,75_100_2,2,193,target, The machine dispensed all of the,28,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
all,6.322983333333333,8,color,orange,75_100_2,1,193,competitor, The machine dispensed all of the blue ones.,28,many_some,0,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
all,6.322983333333333,8,color,blue,75_100_2,2,193,target, The machine dispensed all of the blue ones.,28,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,3
all,6.322983333333333,1,quantifier,orange,75_100_2,1,193,target, The machine dispensed all of the,29,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,4
all,6.322983333333333,1,quantifier,blue,75_100_2,2,193,competitor, The machine dispensed all of the,29,many_some,0,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,4
all,6.322983333333333,1,color,orange,75_100_2,1,193,target, The machine dispensed all of the orange ones.,29,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,4
all,6.322983333333333,1,color,blue,75_100_2,2,193,competitor, The machine dispensed all of the orange ones.,29,many_some,0,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,4
many,6.322983333333333,2,quantifier,blue,90_0_1,1,193,target, The machine dispensed many of the,30,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
many,6.322983333333333,2,quantifier,orange,90_0_1,2,193,competitor, The machine dispensed many of the,30,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
many,6.322983333333333,2,color,blue,90_0_1,1,193,target, The machine dispensed many of the blue ones.,30,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
many,6.322983333333333,2,color,orange,90_0_1,2,193,competitor, The machine dispensed many of the blue ones.,30,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
none,6.322983333333333,3,quantifier,orange,90_0_2,1,193,competitor, The machine dispensed none of the,31,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,4
none,6.322983333333333,3,quantifier,blue,90_0_2,2,193,target, The machine dispensed none of the,31,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,4
none,6.322983333333333,3,color,orange,90_0_2,1,193,competitor, The machine dispensed none of the blue ones.,31,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,4
none,6.322983333333333,3,color,blue,90_0_2,2,193,target, The machine dispensed none of the blue ones.,31,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,4
many,6.322983333333333,4,quantifier,blue,50_90_2,1,193,competitor, The machine dispensed many of the,32,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
many,6.322983333333333,4,quantifier,orange,50_90_2,2,193,target, The machine dispensed many of the,32,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
many,6.322983333333333,4,color,blue,50_90_2,1,193,competitor, The machine dispensed many of the orange ones.,32,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
many,6.322983333333333,4,color,orange,50_90_2,2,193,target, The machine dispensed many of the orange ones.,32,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
some,6.322983333333333,5,quantifier,blue,25_50_2,1,193,competitor, The machine dispensed some of the,33,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
some,6.322983333333333,5,quantifier,orange,25_50_2,2,193,target, The machine dispensed some of the,33,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
some,6.322983333333333,5,color,blue,25_50_2,1,193,competitor, The machine dispensed some of the orange ones.,33,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
some,6.322983333333333,5,color,orange,25_50_2,2,193,target, The machine dispensed some of the orange ones.,33,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
many,6.322983333333333,6,quantifier,blue,75_100_1,1,193,target, The machine dispensed many of the,34,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
many,6.322983333333333,6,quantifier,orange,75_100_1,2,193,competitor, The machine dispensed many of the,34,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
many,6.322983333333333,6,color,blue,75_100_1,1,193,target, The machine dispensed many of the blue ones.,34,many_some,1,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
many,6.322983333333333,6,color,orange,75_100_1,2,193,competitor, The machine dispensed many of the blue ones.,34,many_some,0,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
some,6.322983333333333,7,quantifier,blue,50_90_1,1,193,competitor, The machine dispensed some of the,35,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
some,6.322983333333333,7,quantifier,orange,50_90_1,2,193,target, The machine dispensed some of the,35,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
some,6.322983333333333,7,color,blue,50_90_1,1,193,competitor, The machine dispensed some of the orange ones.,35,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
some,6.322983333333333,7,color,orange,50_90_1,2,193,target, The machine dispensed some of the orange ones.,35,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
some,6.322983333333333,8,quantifier,blue,25_50_1,1,193,competitor, The machine dispensed some of the,36,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
some,6.322983333333333,8,quantifier,orange,25_50_1,2,193,target, The machine dispensed some of the,36,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
some,6.322983333333333,8,color,blue,25_50_1,1,193,competitor, The machine dispensed some of the orange ones.,36,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
some,6.322983333333333,8,color,orange,25_50_1,2,193,target, The machine dispensed some of the orange ones.,36,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,4
none,6.322983333333333,1,quantifier,orange,90_0_2,1,193,competitor, The machine dispensed none of the,37,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
none,6.322983333333333,1,quantifier,blue,90_0_2,2,193,target, The machine dispensed none of the,37,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
none,6.322983333333333,1,color,orange,90_0_2,1,193,competitor, The machine dispensed none of the blue ones.,37,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
none,6.322983333333333,1,color,blue,90_0_2,2,193,target, The machine dispensed none of the blue ones.,37,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
many,6.322983333333333,2,quantifier,orange,50_90_2,1,193,competitor, The machine dispensed many of the,38,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
many,6.322983333333333,2,quantifier,blue,50_90_2,2,193,target, The machine dispensed many of the,38,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
many,6.322983333333333,2,color,orange,50_90_2,1,193,competitor, The machine dispensed many of the blue ones.,38,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
many,6.322983333333333,2,color,blue,50_90_2,2,193,target, The machine dispensed many of the blue ones.,38,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
some,6.322983333333333,3,quantifier,orange,25_50_1,1,193,target, The machine dispensed some of the,39,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
some,6.322983333333333,3,quantifier,blue,25_50_1,2,193,competitor, The machine dispensed some of the,39,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
some,6.322983333333333,3,color,orange,25_50_1,1,193,target, The machine dispensed some of the orange ones.,39,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
some,6.322983333333333,3,color,blue,25_50_1,2,193,competitor, The machine dispensed some of the orange ones.,39,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
many,6.322983333333333,4,quantifier,orange,75_100_1,1,193,competitor, The machine dispensed many of the,40,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
many,6.322983333333333,4,quantifier,blue,75_100_1,2,193,target, The machine dispensed many of the,40,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
many,6.322983333333333,4,color,orange,75_100_1,1,193,competitor, The machine dispensed many of the blue ones.,40,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
many,6.322983333333333,4,color,blue,75_100_1,2,193,target, The machine dispensed many of the blue ones.,40,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
some,6.322983333333333,5,quantifier,orange,50_90_1,1,193,target, The machine dispensed some of the,41,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
some,6.322983333333333,5,quantifier,blue,50_90_1,2,193,competitor, The machine dispensed some of the,41,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
some,6.322983333333333,5,color,orange,50_90_1,1,193,target, The machine dispensed some of the orange ones.,41,many_some,1,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
some,6.322983333333333,5,color,blue,50_90_1,2,193,competitor, The machine dispensed some of the orange ones.,41,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
many,6.322983333333333,6,quantifier,orange,90_0_1,1,193,competitor, The machine dispensed many of the,42,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
many,6.322983333333333,6,quantifier,blue,90_0_1,2,193,target, The machine dispensed many of the,42,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
many,6.322983333333333,6,color,orange,90_0_1,1,193,competitor, The machine dispensed many of the blue ones.,42,many_some,0,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
many,6.322983333333333,6,color,blue,90_0_1,2,193,target, The machine dispensed many of the blue ones.,42,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,5
all,6.322983333333333,7,quantifier,blue,75_100_2,1,193,competitor, The machine dispensed all of the,43,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,5
all,6.322983333333333,7,quantifier,orange,75_100_2,2,193,target, The machine dispensed all of the,43,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,5
all,6.322983333333333,7,color,blue,75_100_2,1,193,competitor, The machine dispensed all of the orange ones.,43,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,5
all,6.322983333333333,7,color,orange,75_100_2,2,193,target, The machine dispensed all of the orange ones.,43,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,5
some,6.322983333333333,8,quantifier,blue,25_50_2,1,193,target, The machine dispensed some of the,44,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,5
some,6.322983333333333,8,quantifier,orange,25_50_2,2,193,competitor, The machine dispensed some of the,44,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,5
some,6.322983333333333,8,color,blue,25_50_2,1,193,target, The machine dispensed some of the blue ones.,44,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,5
some,6.322983333333333,8,color,orange,25_50_2,2,193,competitor, The machine dispensed some of the blue ones.,44,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,5
some,6.322983333333333,1,quantifier,blue,25_50_2,1,193,competitor, The machine dispensed some of the,45,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
some,6.322983333333333,1,quantifier,orange,25_50_2,2,193,target, The machine dispensed some of the,45,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
some,6.322983333333333,1,color,blue,25_50_2,1,193,competitor, The machine dispensed some of the orange ones.,45,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
some,6.322983333333333,1,color,orange,25_50_2,2,193,target, The machine dispensed some of the orange ones.,45,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
many,6.322983333333333,2,quantifier,orange,75_100_1,1,193,competitor, The machine dispensed many of the,46,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,6
many,6.322983333333333,2,quantifier,blue,75_100_1,2,193,target, The machine dispensed many of the,46,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,6
many,6.322983333333333,2,color,orange,75_100_1,1,193,competitor, The machine dispensed many of the blue ones.,46,many_some,0,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,6
many,6.322983333333333,2,color,blue,75_100_1,2,193,target, The machine dispensed many of the blue ones.,46,many_some,1,75,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,6
all,6.322983333333333,3,quantifier,blue,75_100_2,1,193,competitor, The machine dispensed all of the,47,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
all,6.322983333333333,3,quantifier,orange,75_100_2,2,193,target, The machine dispensed all of the,47,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
all,6.322983333333333,3,color,blue,75_100_2,1,193,competitor, The machine dispensed all of the orange ones.,47,many_some,0,75,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
all,6.322983333333333,3,color,orange,75_100_2,2,193,target, The machine dispensed all of the orange ones.,47,many_some,1,100,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
some,6.322983333333333,4,quantifier,blue,50_90_1,1,193,competitor, The machine dispensed some of the,48,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
some,6.322983333333333,4,quantifier,orange,50_90_1,2,193,target, The machine dispensed some of the,48,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
some,6.322983333333333,4,color,blue,50_90_1,1,193,competitor, The machine dispensed some of the orange ones.,48,many_some,0,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
some,6.322983333333333,4,color,orange,50_90_1,2,193,target, The machine dispensed some of the orange ones.,48,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
some,6.322983333333333,5,quantifier,blue,25_50_1,1,193,competitor, The machine dispensed some of the,49,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
some,6.322983333333333,5,quantifier,orange,25_50_1,2,193,target, The machine dispensed some of the,49,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
some,6.322983333333333,5,color,blue,25_50_1,1,193,competitor, The machine dispensed some of the orange ones.,49,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
some,6.322983333333333,5,color,orange,25_50_1,2,193,target, The machine dispensed some of the orange ones.,49,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
many,6.322983333333333,6,quantifier,orange,50_90_2,1,193,competitor, The machine dispensed many of the,50,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,6
many,6.322983333333333,6,quantifier,blue,50_90_2,2,193,target, The machine dispensed many of the,50,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,6
many,6.322983333333333,6,color,orange,50_90_2,1,193,competitor, The machine dispensed many of the blue ones.,50,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,6
many,6.322983333333333,6,color,blue,50_90_2,2,193,target, The machine dispensed many of the blue ones.,50,many_some,1,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,6
many,6.322983333333333,7,quantifier,blue,90_0_1,1,193,competitor, The machine dispensed many of the,51,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
many,6.322983333333333,7,quantifier,orange,90_0_1,2,193,target, The machine dispensed many of the,51,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
many,6.322983333333333,7,color,blue,90_0_1,1,193,competitor, The machine dispensed many of the orange ones.,51,many_some,0,0,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
many,6.322983333333333,7,color,orange,90_0_1,2,193,target, The machine dispensed many of the orange ones.,51,many_some,1,90,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,6
none,6.322983333333333,8,quantifier,orange,90_0_2,1,193,competitor, The machine dispensed none of the,52,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,6
none,6.322983333333333,8,quantifier,blue,90_0_2,2,193,target, The machine dispensed none of the,52,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,6
none,6.322983333333333,8,color,orange,90_0_2,1,193,competitor, The machine dispensed none of the blue ones.,52,many_some,0,90,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,6
none,6.322983333333333,8,color,blue,90_0_2,2,193,target, The machine dispensed none of the blue ones.,52,many_some,1,0,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,6
some,6.322983333333333,1,quantifier,orange,25_50_2,1,193,target, The machine dispensed some of the,53,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,7
some,6.322983333333333,1,quantifier,blue,25_50_2,2,193,competitor, The machine dispensed some of the,53,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,7
some,6.322983333333333,1,color,orange,25_50_2,1,193,target, The machine dispensed some of the orange ones.,53,many_some,0,50,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,7
some,6.322983333333333,1,color,blue,25_50_2,2,193,competitor, The machine dispensed some of the orange ones.,53,many_some,1,25,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,7
some,6.322983333333333,2,quantifier,blue,25_50_1,1,193,target, The machine dispensed some of the,54,many_some,0,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,7
some,6.322983333333333,2,quantifier,orange,25_50_1,2,193,competitor, The machine dispensed some of the,54,many_some,1,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,7
some,6.322983333333333,2,color,blue,25_50_1,1,193,target, The machine dispensed some of the blue ones.,54,many_some,1,25,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,7
some,6.322983333333333,2,color,orange,25_50_1,2,193,competitor, The machine dispensed some of the blue ones.,54,many_some,0,50,"['gumball_blue_0.png', 'gumball_orange_0.png']",8,7
all,6.322983333333333,3,quantifier,orange,75_100_2,1,193,target, The machine dispensed all of the,55,many_some,1,100,"['gumball_orange_0.png', 'gumball_blue_0.png']",8,7
